Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2015,13,Iowa,4,12-0,28,Away,Nebraska,99,5-7,20,Home
2015,13,Baylor,7,9-2,21,Away,TCU,19,10-2,28,Home
2015,13,Navy,15,9-2,31,Away,Houston,99,11-1,52,Home
2015,13,Oregon State,99,2-10,42,Away,Oregon,17,9-3,52,Home
2015,13,Washington State,20,8-4,10,Away,Washington,99,6-6,45,Home
2015,13,Western Michigan,99,7-5,35,Away,Toledo,24,9-2,30,Home
2015,13,Clemson,1,12-0,37,Away,South Carolina,99,3-9,32,Home
2015,13,Alabama,2,11-1,29,Away,Auburn,99,6-6,13,Home
2015,13,Oklahoma,3,11-1,58,Away,Oklahoma State,11,10-2,23,Home
2015,13,Penn State,99,7-5,16,Away,Michigan State,5,11-1,55,Home
2015,13,Notre Dame,6,10-2,36,Away,Stanford,9,10-2,38,Home
2015,13,Ohio State,8,11-1,42,Away,Michigan,10,9-3,13,Home
2015,13,Florida State,13,10-2,27,Away,Florida,12,10-2,2,Home
2015,13,North Carolina,14,11-1,45,Away,NC State,99,7-5,34,Home
2015,13,Northwestern,16,10-2,24,Away,Illinois,99,5-7,14,Home
2015,13,Ole Miss,18,9-3,38,Away,Mississippi State,21,8-4,27,Home
2015,13,UCLA,22,8-4,21,Away,USC,99,8-4,40,Home
2015,13,Colorado,99,4-9,14,Away,Utah,23,9-3,20,Home
2015,13,Connecticut,99,6-6,3,Away,Temple,25,10-2,27,Home
